beta_labels,beta_frequency_semantic_phonology,model_names,optimal_nLLs,random_nLLs,N,subject
"[3, 1]","[1.0665324760356805, 4.650068692087389, -0.18510548069685875]",static plocal troyer,228.30996498799095,279.20291168965997,42,593
"[3, 2]","[1.0665324760356805, 4.650068692087389, -0.18510548069685875]",static plocal participant,228.30996498799095,279.20291168965997,42,593
"[4, 0]","[1.0310451159734626, 5.1339985007130835, -0.1872244235725107]",dynamic pglobal simdrop,228.30347368111416,279.20291168965997,42,593
"[4, 1]","[1.1463951345093957, 5.723634448523329, -0.18874471837218518]",dynamic pglobal troyer,234.02293016813977,279.20291168965997,42,593
"[4, 2]","[1.0665324760356805, 4.650068692087389, -0.18510548069685875]",dynamic pglobal participant,228.30996498799095,279.20291168965997,42,593
"[5, 0]","[1.0462649163626474, 5.219728299311769, -0.2062633579898947]",dynamic plocal simdrop,228.49689066727163,279.20291168965997,42,593
"[5, 1]","[1.1740450484467018, 5.926285438638806, -0.22398520176113523]",dynamic plocal troyer,235.65596991362796,279.20291168965997,42,593
"[5, 2]","[1.0665324760356805, 4.650068692087389, -0.18510548069685875]",dynamic plocal participant,228.30996498799095,279.20291168965997,42,593
"[6, 0]","[1.058655136024467, 4.3062865761489855, -0.10465690368585563]",dynamic pswitchonly simdrop,235.47792014223808,279.20291168965997,42,593
"[6, 1]","[1.1830034064779924, 4.738118319516979, -0.14119190392123307]",dynamic pswitchonly troyer,239.51093156065468,279.20291168965997,42,593
"[6, 2]","[1.0947841644864256, 3.911138853911904, -1.0704612451559277]",dynamic pswitchonly participant,235.99439226714242,279.20291168965997,42,593
"[1, 0]","[2.000600753621635, 3.537125207396837, 1.2095939214231883]",psyrev static simdrop,163.1951285435935,192.78296283333663,29,594
"[1, 1]","[2.000600753621635, 3.537125207396837, 1.2095939214231883]",psyrev static troyer,163.1951285435935,192.78296283333663,29,594
"[1, 2]","[2.000600753621635, 3.537125207396837, 1.2095939214231883]",psyrev static participant,163.1951285435935,192.78296283333663,29,594
"[2, 0]","[1.9195958959520587, 4.272070688955751, -15.96607115630329]",psyrev dynamic simdrop,161.223747851793,192.78296283333663,29,594
"[2, 1]","[1.8470706611338288, 3.8362089322828754, 1.0532263580948726]",psyrev dynamic troyer,169.1330321199153,192.78296283333663,29,594
"[2, 2]","[2.000600753621635, 3.537125207396837, 1.2095939214231883]",psyrev dynamic participant,163.1951285435935,192.78296283333663,29,594
"[3, 0]","[1.9822742546961485, 4.060303466578243, -0.1468624933075639]",static plocal simdrop,159.76797645494804,192.78296283333663,29,594
"[3, 1]","[1.9822742546961485, 4.060303466578243, -0.1468624933075639]",static plocal troyer,159.76797645494804,192.78296283333663,29,594
"[3, 2]","[1.9822742546961485, 4.060303466578243, -0.1468624933075639]",static plocal participant,159.76797645494804,192.78296283333663,29,594
"[4, 0]","[1.86030895140114, 5.031054203839766, -0.16602377494026221]",dynamic pglobal simdrop,157.1693262765665,192.78296283333663,29,594
"[4, 1]","[1.8222989543115276, 4.398603599183428, -0.14002641092730822]",dynamic pglobal troyer,166.14354843850387,192.78296283333663,29,594
"[4, 2]","[1.9822742546961485, 4.060303466578243, -0.1468624933075639]",dynamic pglobal participant,159.76797645494804,192.78296283333663,29,594
"[5, 0]","[1.8676327561043329, 5.139827433832305, -0.1882112775205582]",dynamic plocal simdrop,157.67231776519955,192.78296283333663,29,594
"[5, 1]","[1.8404146766515956, 4.204050664794453, -0.09431802471923735]",dynamic plocal troyer,168.39513445218694,192.78296283333663,29,594
"[5, 2]","[1.9822742546961485, 4.060303466578243, -0.1468624933075639]",dynamic plocal participant,159.76797645494804,192.78296283333663,29,594
"[6, 0]","[1.9100446155799538, 4.27263882712001, -0.11520968517332214]",dynamic pswitchonly simdrop,160.57518296952122,192.78296283333663,29,594
"[6, 1]","[1.8270395375968511, 3.838019182804122, -0.20413296061313368]",dynamic pswitchonly troyer,166.50794835184976,192.78296283333663,29,594
"[6, 2]","[2.000600753621635, 3.537125207396837, 1.2095939214231883]",dynamic pswitchonly participant,163.1951285435935,192.78296283333663,29,594
"[1, 0]","[1.232135715935136, 2.962260222886975, -0.6219751130175065]",psyrev static simdrop,312.55806744801924,352.3274837988564,53,595
"[1, 1]","[1.232135715935136, 2.962260222886975, -0.6219751130175065]",psyrev static troyer,312.55806744801924,352.3274837988564,53,595
"[1, 2]","[1.232135715935136, 2.962260222886975, -0.6219751130175065]",psyrev static participant,312.55806744801924,352.3274837988564,53,595
"[2, 0]","[1.1528316497221396, 3.7340673004651803, 0.4602789671828183]",psyrev dynamic simdrop,303.0728702196023,352.3274837988564,53,595
"[2, 1]","[1.1797269362799545, 3.669686685022716, 0.3955059701910541]",psyrev dynamic troyer,313.6662234225148,352.3274837988564,53,595
"[2, 2]","[1.232135715935136, 2.962260222886975, -0.6219751130175065]",psyrev dynamic participant,312.55806744801924,352.3274837988564,53,595
"[3, 0]","[1.22645663350312, 3.037650800672318, -0.029666604424413205]",static plocal simdrop,312.26158348198646,352.3274837988564,53,595
"[3, 1]","[1.22645663350312, 3.037650800672318, -0.029666604424413205]",static plocal troyer,312.26158348198646,352.3274837988564,53,595
"[3, 2]","[1.22645663350312, 3.037650800672318, -0.029666604424413205]",static plocal participant,312.26158348198646,352.3274837988564,53,595
"[4, 0]","[1.143278074746238, 3.8920344005001004, -0.04433121089806933]",dynamic pglobal simdrop,302.42943881144623,352.3274837988564,53,595
"[4, 1]","[1.172052073184814, 3.785327085959901, -0.0338033177152782]",dynamic pglobal troyer,313.2936741317367,352.3274837988564,53,595
"[4, 2]","[1.22645663350312, 3.037650800672318, -0.029666604424413205]",dynamic pglobal participant,312.26158348198646,352.3274837988564,53,595
"[5, 0]","[1.147834490518687, 3.8226399094339794, -0.025164941160009106]",dynamic plocal simdrop,302.9176706303677,352.3274837988564,53,595
"[5, 1]","[1.1786191939053956, 3.7493451492060457, -0.023588130434033412]",dynamic plocal troyer,313.5713642511003,352.3274837988564,53,595
"[5, 2]","[1.22645663350312, 3.037650800672318, -0.029666604424413205]",dynamic plocal participant,312.26158348198646,352.3274837988564,53,595
"[6, 0]","[1.1514043328550505, 3.7341877424504717, -0.10211253741094337]",dynamic pswitchonly simdrop,302.23368116004207,352.3274837988564,53,595
"[6, 1]","[1.1716232477834678, 3.67055163226967, -0.045057542398709266]",dynamic pswitchonly troyer,313.3516272350744,352.3274837988564,53,595
"[6, 2]","[1.232135715935136, 2.962260222886975, -0.6219751130175065]",dynamic pswitchonly participant,312.55806744801924,352.3274837988564,53,595
"[1, 0]","[2.253459009478672, 2.6966016974504337, -5.045652786616321]",psyrev static simdrop,175.82896312870335,199.43065120689997,30,596
"[1, 1]","[2.253459009478672, 2.6966016974504337, -5.045652786616321]",psyrev static troyer,175.82896312870335,199.43065120689997,30,596
"[1, 2]","[2.253459009478672, 2.6966016974504337, -5.045652786616321]",psyrev static participant,175.82896312870335,199.43065120689997,30,596
"[2, 0]","[2.1359805203614846, 3.596900030984286, 0.11411421566824953]",psyrev dynamic simdrop,170.97381725098285,199.43065120689997,30,596
"[2, 1]","[2.1465032127454817, 3.7080042406183065, -3.059162399825136]",psyrev dynamic troyer,176.44418787939782,199.43065120689997,30,596
"[2, 2]","[2.253459009478672, 2.6966016974504337, -5.045652786616321]",psyrev dynamic participant,175.82896312870335,199.43065120689997,30,596
"[3, 0]","[2.252684164159366, 2.8295254483877867, -0.049943520107154846]",static plocal simdrop,175.36567221852607,199.43065120689997,30,596
"[3, 1]","[2.252684164159366, 2.8295254483877867, -0.049943520107154846]",static plocal troyer,175.36567221852607,199.43065120689997,30,596
"[3, 2]","[2.252684164159366, 2.8295254483877867, -0.049943520107154846]",static plocal participant,175.36567221852607,199.43065120689997,30,596
"[4, 0]","[2.127438986359725, 3.8613932089779084, -0.06705816280522389]",dynamic pglobal simdrop,170.18378347635104,199.43065120689997,30,596
"[4, 1]","[2.1325524910727003, 3.9261180290316093, -0.053024130878032316]",dynamic pglobal troyer,175.93954500332114,199.43065120689997,30,596
"[4, 2]","[2.252684164159366, 2.8295254483877867, -0.049943520107154846]",dynamic pglobal participant,175.36567221852607,199.43065120689997,30,596
"[5, 0]","[2.1363601512308077, 3.66332148857863, -0.0174501293083634]",dynamic plocal simdrop,170.9357018826158,199.43065120689997,30,596
"[5, 1]","[2.1418514701739957, 4.049690124636625, -0.08205406702848281]",dynamic plocal troyer,175.81871547604274,199.43065120689997,30,596
"[5, 2]","[2.252684164159366, 2.8295254483877867, -0.049943520107154846]",dynamic plocal participant,175.36567221852607,199.43065120689997,30,596
"[6, 0]","[2.1092947301093297, 3.5990464905432615, -0.2259847509961675]",dynamic pswitchonly simdrop,169.0639643950929,199.43065120689997,30,596
"[6, 1]","[2.1419416164169776, 3.7082370320501665, -0.021495123201907756]",dynamic pswitchonly troyer,176.40344165415223,199.43065120689997,30,596
"[6, 2]","[2.253459009478672, 2.6966016974504337, -5.045652786616321]",dynamic pswitchonly participant,175.82896312870335,199.43065120689997,30,596
"[1, 0]","[1.312873873196406, 0.17446244330303873, -0.6083007712411048]",psyrev static simdrop,226.3467977415246,232.66909307471667,35,597
"[1, 1]","[1.312873873196406, 0.17446244330303873, -0.6083007712411048]",psyrev static troyer,226.3467977415246,232.66909307471667,35,597
"[1, 2]","[1.312873873196406, 0.17446244330303873, -0.6083007712411048]",psyrev static participant,226.3467977415246,232.66909307471667,35,597
"[2, 0]","[1.321120392307646, 0.13387531641459216, -1.650098964771304]",psyrev dynamic simdrop,226.4861565915475,232.66909307471667,35,597
"[2, 1]","[1.377130997203436, 1.2910569235577318, -3.365981291023145]",psyrev dynamic troyer,222.9924328428668,232.66909307471667,35,597
"[2, 2]","[1.312873873196406, 0.17446244330303873, -0.6083007712411048]",psyrev dynamic participant,226.3467977415246,232.66909307471667,35,597
"[3, 0]","[1.2844196847632805, 0.1832576054566531, -0.11561377673221321]",static plocal simdrop,223.77688060294744,232.66909307471667,35,597
"[3, 1]","[1.2844196847632805, 0.1832576054566531, -0.11561377673221321]",static plocal troyer,223.77688060294744,232.66909307471667,35,597
"[3, 2]","[1.2844196847632805, 0.1832576054566531, -0.11561377673221321]",static plocal participant,223.77688060294744,232.66909307471667,35,597
"[4, 0]","[1.2937423060435629, 0.14028633051768558, -0.11532019759575238]",dynamic pglobal simdrop,223.92971307810518,232.66909307471667,35,597
"[4, 1]","[1.3394355307269237, 1.3667582786074508, -0.11759445422602663]",dynamic pglobal troyer,220.3272069579786,232.66909307471667,35,597
"[4, 2]","[1.2844196847632805, 0.1832576054566531, -0.11561377673221321]",dynamic pglobal participant,223.77688060294744,232.66909307471667,35,597
"[5, 0]","[1.3011102490265964, 0.13977807782921772, -0.10381749942369778]",dynamic plocal simdrop,224.97289163030928,232.66909307471667,35,597
"[5, 1]","[1.3350772645580915, 1.4043538787486733, -0.18644027595077142]",dynamic plocal troyer,220.08879709586236,232.66909307471667,35,597
"[5, 2]","[1.2844196847632805, 0.1832576054566531, -0.11561377673221321]",dynamic plocal participant,223.77688060294744,232.66909307471667,35,597
"[6, 0]","[1.3145945393635294, 0.1339806713169313, -0.14760662397707408]",dynamic pswitchonly simdrop,225.38029447156973,232.66909307471667,35,597
"[6, 1]","[1.371945653145315, 1.2902865087297428, -0.062223971175953866]",dynamic pswitchonly troyer,222.59497938824495,232.66909307471667,35,597
"[6, 2]","[1.312873873196406, 0.17446244330303873, -0.6083007712411048]",dynamic pswitchonly participant,226.3467977415246,232.66909307471667,35,597
"[1, 0]","[1.8950663170096402, 3.800368985122801, 5.657233486994828]",psyrev static simdrop,227.30490238266145,272.55522331609666,41,598
"[1, 1]","[1.8950663170096402, 3.800368985122801, 5.657233486994828]",psyrev static troyer,227.30490238266145,272.55522331609666,41,598
"[1, 2]","[1.8950663170096402, 3.800368985122801, 5.657233486994828]",psyrev static participant,227.30490238266145,272.55522331609666,41,598
"[2, 0]","[1.849616853146041, 4.233498041748315, -2.3591656387530513]",psyrev dynamic simdrop,228.8729678081287,272.55522331609666,41,598
"[2, 1]","[1.857802276091538, 4.23677489326526, -3.5454026350705976]",psyrev dynamic troyer,236.79279212053999,272.55522331609666,41,598
"[2, 2]","[1.8950663170096402, 3.800368985122801, 5.657233486994828]",psyrev dynamic participant,227.30490238266145,272.55522331609666,41,598
"[3, 0]","[1.8933047410525221, 3.8363684624220706, -0.010138222722100725]",static plocal simdrop,227.2787274504675,272.55522331609666,41,598
"[3, 1]","[1.8933047410525221, 3.8363684624220706, -0.010138222722100725]",static plocal troyer,227.2787274504675,272.55522331609666,41,598
"[3, 2]","[1.8933047410525221, 3.8363684624220706, -0.010138222722100725]",static plocal participant,227.2787274504675,272.55522331609666,41,598
"[4, 0]","[1.8473682722378295, 4.280431453893869, -0.011172417323989828]",dynamic pglobal simdrop,228.84211305766442,272.55522331609666,41,598
"[4, 1]","[1.8596723001762785, 4.214491304265621, 0.00561202799551931]",dynamic pglobal troyer,236.78486001263707,272.55522331609666,41,598
"[4, 2]","[1.8933047410525221, 3.8363684624220706, -0.010138222722100725]",dynamic pglobal participant,227.2787274504675,272.55522331609666,41,598
"[5, 0]","[1.8465492352183612, 4.331822146152476, -0.023214462936085825]",dynamic plocal simdrop,228.7749893015116,272.55522331609666,41,598
"[5, 1]","[1.8588080066155985, 4.213358808615883, 0.005908029064077487]",dynamic plocal troyer,236.78784898439656,272.55522331609666,41,598
"[5, 2]","[1.8933047410525221, 3.8363684624220706, -0.010138222722100725]",dynamic plocal participant,227.2787274504675,272.55522331609666,41,598
"[6, 0]","[1.8511503541411, 4.233453937524297, 0.022308901361758247]",dynamic pswitchonly simdrop,228.8404020078598,272.55522331609666,41,598
"[6, 1]","[1.8587121849709685, 4.2367503275484815, 0.005218858223840467]",dynamic pswitchonly troyer,236.78977779109135,272.55522331609666,41,598
"[6, 2]","[1.8950663170096402, 3.800368985122801, 5.657233486994828]",dynamic pswitchonly participant,227.30490238266145,272.55522331609666,41,598
"[1, 0]","[3.5321493999943794, 3.2582605957297703, -4.902429059194455]",psyrev static simdrop,116.57514006277853,146.24914421839324,22,677
"[1, 1]","[3.5321493999943794, 3.2582605957297703, -4.902429059194455]",psyrev static troyer,116.57514006277853,146.24914421839324,22,677
"[1, 2]","[3.5321493999943794, 3.2582605957297703, -4.902429059194455]",psyrev static participant,116.57514006277853,146.24914421839324,22,677
"[2, 0]","[3.411710586092583, 3.827073431225089, -5.55558221143845]",psyrev dynamic simdrop,118.31574102070022,146.24914421839324,22,677
"[2, 1]","[3.307166336976804, 3.551281109150306, 1.2613644502048205]",psyrev dynamic troyer,120.66525155197984,146.24914421839324,22,677
"[2, 2]","[3.5321493999943794, 3.2582605957297703, -4.902429059194455]",psyrev dynamic participant,116.57514006277853,146.24914421839324,22,677
"[3, 0]","[3.53365089599557, 3.6598286750211395, -0.11413643012207134]",static plocal simdrop,114.95202748000392,146.24914421839324,22,677
"[3, 1]","[3.53365089599557, 3.6598286750211395, -0.11413643012207134]",static plocal troyer,114.95202748000392,146.24914421839324,22,677
"[3, 2]","[3.53365089599557, 3.6598286750211395, -0.11413643012207134]",static plocal participant,114.95202748000392,146.24914421839324,22,677
"[4, 0]","[3.4093053738608257, 4.324485163072852, -0.114370783923044]",dynamic pglobal simdrop,116.72015842705939,146.24914421839324,22,677
"[4, 1]","[3.3005214775129232, 4.048121651537183, -0.11418420173549311]",dynamic pglobal troyer,119.11129060625807,146.24914421839324,22,677
"[4, 2]","[3.53365089599557, 3.6598286750211395, -0.11413643012207134]",dynamic pglobal participant,114.95202748000392,146.24914421839324,22,677
"[5, 0]","[3.3923678975905864, 4.468948333530899, -0.14637978712627123]",dynamic plocal simdrop,116.5373340670091,146.24914421839324,22,677
"[5, 1]","[3.3036608054793826, 3.769331026403223, -0.05167705544148067]",dynamic plocal troyer,120.46933346159094,146.24914421839324,22,677
"[5, 2]","[3.53365089599557, 3.6598286750211395, -0.11413643012207134]",dynamic plocal participant,114.95202748000392,146.24914421839324,22,677
"[6, 0]","[3.4175100761190698, 3.8267901830832254, -0.04367112047586001]",dynamic pswitchonly simdrop,118.2423044737176,146.24914421839324,22,677
