beta_labels,beta_frequency_semantic_phonology,model_names,optimal_nLLs,random_nLLs,N,subject
"[2, 0]","[0.9509419869400555, 3.875360601273661, 0.698436351524775]",psyrev dynamic simdrop,237.71953121624807,265.90753494253335,40,582
"[2, 1]","[0.9422370182296345, 4.233421582162422, -1.6605920175166031]",psyrev dynamic troyer,240.14474447057748,265.90753494253335,40,582
"[2, 2]","[0.9411415463426298, 3.297430405227538, 0.09189725431354888]",psyrev dynamic participant,238.61543607539602,265.90753494253335,40,582
"[3, 0]","[0.8949501052707052, 3.7552374601991643, -0.1628945573410963]",static plocal simdrop,232.7337932187886,265.90753494253335,40,582
"[3, 1]","[0.8949501052707052, 3.7552374601991643, -0.1628945573410963]",static plocal troyer,232.7337932187886,265.90753494253335,40,582
"[3, 2]","[0.8949501052707052, 3.7552374601991643, -0.1628945573410963]",static plocal participant,232.7337932187886,265.90753494253335,40,582
"[4, 0]","[0.8946695140504697, 4.4729731374321595, -0.1672792749395578]",dynamic pglobal simdrop,231.6344983276356,265.90753494253335,40,582
"[4, 1]","[0.8837012893651252, 5.022072342377649, -0.1745377844816608]",dynamic pglobal troyer,233.86385061025808,265.90753494253335,40,582
"[4, 2]","[0.8949501052707052, 3.7552374601991643, -0.1628945573410963]",dynamic pglobal participant,232.7337932187886,265.90753494253335,40,582
"[5, 0]","[0.9119295429096421, 4.4183365795409175, -0.15215537130467177]",dynamic plocal simdrop,233.60262788067757,265.90753494253335,40,582
"[5, 1]","[0.9039314549236884, 5.224207876902944, -0.21618960004050009]",dynamic plocal troyer,234.92471275341717,265.90753494253335,40,582
"[5, 2]","[0.8949501052707052, 3.7552374601991643, -0.1628945573410963]",dynamic plocal participant,232.7337932187886,265.90753494253335,40,582
"[6, 0]","[0.9331611319685946, 3.876183438130511, -0.24728255680950545]",dynamic pswitchonly simdrop,235.54742718698137,265.90753494253335,40,582
"[6, 1]","[0.9223463918037422, 4.234720447482696, -0.12154033176801776]",dynamic pswitchonly troyer,238.69884748830682,265.90753494253335,40,582
"[6, 2]","[0.9411415463426298, 3.297430405227538, 0.09189725431354888]",dynamic pswitchonly participant,238.61543607539602,265.90753494253335,40,582
"[1, 0]","[2.2098896296200605, 3.550595916182052, -1.8399655128525856]",psyrev static simdrop,225.45934000475336,272.55522331609666,41,583
"[1, 1]","[2.2098896296200605, 3.550595916182052, -1.8399655128525856]",psyrev static troyer,225.45934000475336,272.55522331609666,41,583
"[1, 2]","[2.2098896296200605, 3.550595916182052, -1.8399655128525856]",psyrev static participant,225.45934000475336,272.55522331609666,41,583
"[2, 0]","[2.114881281409308, 4.251523099229045, -17.55638500554464]",psyrev dynamic simdrop,222.60149071335906,272.55522331609666,41,583
"[2, 1]","[1.981529724801252, 4.443044062915154, -6.738449416218975]",psyrev dynamic troyer,226.1873478548871,272.55522331609666,41,583
"[2, 2]","[2.2098896296200605, 3.550595916182052, -1.8399655128525856]",psyrev dynamic participant,225.45934000475336,272.55522331609666,41,583
"[3, 0]","[2.1912219261642463, 3.9057175768502463, -0.09746638686164147]",static plocal simdrop,223.12089047315146,272.55522331609666,41,583
"[3, 1]","[2.1912219261642463, 3.9057175768502463, -0.09746638686164147]",static plocal troyer,223.12089047315146,272.55522331609666,41,583
"[3, 2]","[2.1912219261642463, 3.9057175768502463, -0.09746638686164147]",static plocal participant,223.12089047315146,272.55522331609666,41,583
"[4, 0]","[2.0904569699006874, 4.784693641608998, -0.11157323511864364]",dynamic pglobal simdrop,219.75628697546418,272.55522331609666,41,583
"[4, 1]","[1.9532942389687529, 5.054340080713702, -0.11392989619033606]",dynamic pglobal troyer,223.28395779569834,272.55522331609666,41,583
"[4, 2]","[2.1912219261642463, 3.9057175768502463, -0.09746638686164147]",dynamic pglobal participant,223.12089047315146,272.55522331609666,41,583
"[5, 0]","[2.109510632527908, 4.969096360687527, -0.14742551474366278]",dynamic plocal simdrop,219.20932587119205,272.55522331609666,41,583
"[5, 1]","[1.9939090326388182, 5.892454482181278, -0.2533114335652219]",dynamic plocal troyer,220.2222822407826,272.55522331609666,41,583
"[5, 2]","[2.1912219261642463, 3.9057175768502463, -0.09746638686164147]",dynamic plocal participant,223.12089047315146,272.55522331609666,41,583
"[6, 0]","[2.1089740717995733, 4.251901729979927, -0.03182226896700166]",dynamic pswitchonly simdrop,222.52551739288646,272.55522331609666,41,583
"[6, 1]","[1.9803952719981832, 4.443172344759691, -0.004053994042030157]",dynamic pswitchonly troyer,226.18527622373048,272.55522331609666,41,583
"[6, 2]","[2.2098896296200605, 3.550595916182052, -1.8399655128525856]",dynamic pswitchonly participant,225.45934000475336,272.55522331609666,41,583
"[1, 0]","[1.788851995829096, 2.751042618844952, -0.9583319204759186]",psyrev static simdrop,205.43073328453036,232.66909307471667,35,584
"[1, 1]","[1.788851995829096, 2.751042618844952, -0.9583319204759186]",psyrev static troyer,205.43073328453036,232.66909307471667,35,584
"[1, 2]","[1.788851995829096, 2.751042618844952, -0.9583319204759186]",psyrev static participant,205.43073328453036,232.66909307471667,35,584
"[2, 0]","[1.802163219324978, 4.005476120505016, -2.8665805536233178]",psyrev dynamic simdrop,199.41851310492748,232.66909307471667,35,584
"[2, 1]","[1.7262725528540395, 5.108147072825973, -3.0116535058339844]",psyrev dynamic troyer,198.66104899171523,232.66909307471667,35,584
"[2, 2]","[1.788851995829096, 2.751042618844952, -0.9583319204759186]",psyrev dynamic participant,205.43073328453036,232.66909307471667,35,584
"[3, 0]","[1.7695826704791666, 2.8813637111544743, -0.0591529070086823]",static plocal simdrop,204.65928541572694,232.66909307471667,35,584
"[3, 1]","[1.7695826704791666, 2.8813637111544743, -0.0591529070086823]",static plocal troyer,204.65928541572694,232.66909307471667,35,584
"[3, 2]","[1.7695826704791666, 2.8813637111544743, -0.0591529070086823]",static plocal participant,204.65928541572694,232.66909307471667,35,584
"[4, 0]","[1.7681871504305433, 4.256647678555998, -0.06910792341747019]",dynamic pglobal simdrop,198.3944975896218,232.66909307471667,35,584
"[4, 1]","[1.6948757596669153, 5.540883411285372, -0.07728276222362081]",dynamic pglobal troyer,197.4273255674626,232.66909307471667,35,584
"[4, 2]","[1.7695826704791666, 2.8813637111544743, -0.0591529070086823]",dynamic pglobal participant,204.65928541572694,232.66909307471667,35,584
"[5, 0]","[1.7735795298475776, 4.309114991458241, -0.08330969363229618]",dynamic plocal simdrop,198.29139890519176,232.66909307471667,35,584
"[5, 1]","[1.7113835648587634, 5.591381901552646, -0.0858640875608386]",dynamic plocal troyer,197.981844277602,232.66909307471667,35,584
"[5, 2]","[1.7695826704791666, 2.8813637111544743, -0.0591529070086823]",dynamic plocal participant,204.65928541572694,232.66909307471667,35,584
"[6, 0]","[1.79832352833713, 4.005698134132986, -0.02427768196550581]",dynamic pswitchonly simdrop,199.38620518209495,232.66909307471667,35,584
"[6, 1]","[1.709680320804186, 5.1088420440848346, -0.07004195903441598]",dynamic pswitchonly troyer,198.09499047444268,232.66909307471667,35,584
"[6, 2]","[1.788851995829096, 2.751042618844952, -0.9583319204759186]",dynamic pswitchonly participant,205.43073328453036,232.66909307471667,35,584
"[1, 0]","[1.992787606430718, 3.3605816926533327, 1.5895543033689177]",psyrev static simdrop,210.40124010503578,245.96446982184335,37,585
"[1, 1]","[1.992787606430718, 3.3605816926533327, 1.5895543033689177]",psyrev static troyer,210.40124010503578,245.96446982184335,37,585
"[1, 2]","[1.992787606430718, 3.3605816926533327, 1.5895543033689177]",psyrev static participant,210.40124010503578,245.96446982184335,37,585
"[2, 0]","[1.9456218988538145, 4.277649937945435, -5.539217193215844]",psyrev dynamic simdrop,204.8499305526557,245.96446982184335,37,585
"[2, 1]","[1.9026591735699314, 4.647545706604503, -0.5904953356680718]",psyrev dynamic troyer,210.28834534698186,245.96446982184335,37,585
"[2, 2]","[1.992787606430718, 3.3605816926533327, 1.5895543033689177]",psyrev dynamic participant,210.40124010503578,245.96446982184335,37,585
"[3, 0]","[1.9724977569679365, 3.603926868055325, -0.0751737166847431]",static plocal simdrop,209.14154133975705,245.96446982184335,37,585
"[3, 1]","[1.9724977569679365, 3.603926868055325, -0.0751737166847431]",static plocal troyer,209.14154133975705,245.96446982184335,37,585
"[3, 2]","[1.9724977569679365, 3.603926868055325, -0.0751737166847431]",static plocal participant,209.14154133975705,245.96446982184335,37,585
"[4, 0]","[1.913435069898204, 4.764456404400224, -0.10024741743979292]",dynamic pglobal simdrop,202.76611253702745,245.96446982184335,37,585
"[4, 1]","[1.8720008535110377, 5.139362631821745, -0.09090215637974072]",dynamic pglobal troyer,208.5879690192003,245.96446982184335,37,585
"[4, 2]","[1.9724977569679365, 3.603926868055325, -0.0751737166847431]",dynamic pglobal participant,209.14154133975705,245.96446982184335,37,585
"[5, 0]","[1.910518732498935, 5.038256791354749, -0.152956658806518]",dynamic plocal simdrop,201.49088711741473,245.96446982184335,37,585
"[5, 1]","[1.8795919475598653, 5.422206107300021, -0.13959727776489017]",dynamic plocal troyer,208.48977493222327,245.96446982184335,37,585
"[5, 2]","[1.9724977569679365, 3.603926868055325, -0.0751737166847431]",dynamic plocal participant,209.14154133975705,245.96446982184335,37,585
"[6, 0]","[1.9480404559344568, 4.277521046129859, 0.0243686883642579]",dynamic pswitchonly simdrop,204.81180600061649,245.96446982184335,37,585
"[6, 1]","[1.8939461444924413, 4.648243224703829, -0.050016917737661856]",dynamic pswitchonly troyer,209.99977502853397,245.96446982184335,37,585
"[6, 2]","[1.992787606430718, 3.3605816926533327, 1.5895543033689177]",dynamic pswitchonly participant,210.40124010503578,245.96446982184335,37,585
"[1, 0]","[1.1327302231306495, 3.0681286282324516, 1.624773876604116]",psyrev static simdrop,298.88664398844645,332.38441867816647,50,586
"[1, 1]","[1.1327302231306495, 3.0681286282324516, 1.624773876604116]",psyrev static troyer,298.88664398844645,332.38441867816647,50,586
"[1, 2]","[1.1327302231306495, 3.0681286282324516, 1.624773876604116]",psyrev static participant,298.88664398844645,332.38441867816647,50,586
"[2, 0]","[1.0935781696518636, 4.1753717031714235, -0.9010229542304857]",psyrev dynamic simdrop,287.3107806595106,332.38441867816647,50,586
"[2, 1]","[1.1219042176273213, 5.136586662134624, -0.4147923418465176]",psyrev dynamic troyer,281.1998315067256,332.38441867816647,50,586
"[2, 2]","[1.1327302231306495, 3.0681286282324516, 1.624773876604116]",psyrev dynamic participant,298.88664398844645,332.38441867816647,50,586
"[3, 0]","[1.130545396908981, 3.118837163475537, -0.019077223879894543]",static plocal simdrop,298.7696733849315,332.38441867816647,50,586
"[3, 1]","[1.130545396908981, 3.118837163475537, -0.019077223879894543]",static plocal troyer,298.7696733849315,332.38441867816647,50,586
"[3, 2]","[1.130545396908981, 3.118837163475537, -0.019077223879894543]",static plocal participant,298.7696733849315,332.38441867816647,50,586
"[4, 0]","[1.088549282701154, 4.334793388221479, -0.038643524008261085]",dynamic pglobal simdrop,286.8484444717565,332.38441867816647,50,586
"[4, 1]","[1.1131905319341426, 5.411906802256096, -0.05027276184139366]",dynamic pglobal troyer,280.4375269819384,332.38441867816647,50,586
"[4, 2]","[1.130545396908981, 3.118837163475537, -0.019077223879894543]",dynamic pglobal participant,298.7696733849315,332.38441867816647,50,586
"[5, 0]","[1.0880277715358768, 4.539311486482964, -0.08590186750411029]",dynamic plocal simdrop,285.6937829949161,332.38441867816647,50,586
"[5, 1]","[1.1106571370164837, 6.017391749674093, -0.14932085556112173]",dynamic plocal troyer,277.6181525586741,332.38441867816647,50,586
"[5, 2]","[1.130545396908981, 3.118837163475537, -0.019077223879894543]",dynamic plocal participant,298.7696733849315,332.38441867816647,50,586
"[6, 0]","[1.0982330101349187, 4.174941781627009, 0.0826856155618212]",dynamic pswitchonly simdrop,286.7348682101883,332.38441867816647,50,586
"[6, 1]","[1.1287745898530206, 5.136237311811404, 0.07287297581232552]",dynamic pswitchonly troyer,280.5155994512355,332.38441867816647,50,586
"[6, 2]","[1.1327302231306495, 3.0681286282324516, 1.624773876604116]",dynamic pswitchonly participant,298.88664398844645,332.38441867816647,50,586
"[1, 0]","[1.3364734561079874, 3.7139017257154565, -0.13337879347249304]",psyrev static simdrop,195.61592474090756,226.02140470115333,34,587
"[1, 1]","[1.3364734561079874, 3.7139017257154565, -0.13337879347249304]",psyrev static troyer,195.61592474090756,226.02140470115333,34,587
"[1, 2]","[1.3364734561079874, 3.7139017257154565, -0.13337879347249304]",psyrev static participant,195.61592474090756,226.02140470115333,34,587
"[2, 0]","[1.3290901777044373, 4.492686920397643, -5.334436279966722]",psyrev dynamic simdrop,193.85267504002874,226.02140470115333,34,587
"[2, 1]","[1.363358094450897, 5.081346179362457, -3.798996168207839]",psyrev dynamic troyer,202.01159385136944,226.02140470115333,34,587
"[2, 2]","[1.3364734561079874, 3.7139017257154565, -0.13337879347249304]",psyrev dynamic participant,195.61592474090756,226.02140470115333,34,587
"[3, 0]","[1.3168547525556857, 3.967998073630996, -0.07291464621647523]",static plocal simdrop,194.5148447209841,226.02140470115333,34,587
"[3, 1]","[1.3168547525556857, 3.967998073630996, -0.07291464621647523]",static plocal troyer,194.5148447209841,226.02140470115333,34,587
"[3, 2]","[1.3168547525556857, 3.967998073630996, -0.07291464621647523]",static plocal participant,194.5148447209841,226.02140470115333,34,587
"[4, 0]","[1.304181830139847, 4.866113430722493, -0.08045681153627877]",dynamic pglobal simdrop,192.5553720593603,226.02140470115333,34,587
"[4, 1]","[1.3432600218118775, 5.451027618662403, -0.06744676875355404]",dynamic pglobal troyer,201.10576516225746,226.02140470115333,34,587
"[4, 2]","[1.3168547525556857, 3.967998073630996, -0.07291464621647523]",dynamic pglobal participant,194.5148447209841,226.02140470115333,34,587
"[5, 0]","[1.3073232931366858, 4.980648143795104, -0.10428580357177072]",dynamic plocal simdrop,192.1906380678075,226.02140470115333,34,587
"[5, 1]","[1.3593155179278316, 5.262726304885671, -0.03403690854791302]",dynamic plocal troyer,201.90991719263457,226.02140470115333,34,587
"[5, 2]","[1.3168547525556857, 3.967998073630996, -0.07291464621647523]",dynamic plocal participant,194.5148447209841,226.02140470115333,34,587
"[6, 0]","[1.3287888669408914, 4.492726398711903, -0.002820524830698961]",dynamic pswitchonly simdrop,193.85228137531072,226.02140470115333,34,587
"[6, 1]","[1.3471059270285382, 5.0831631629759055, -0.09531004446510306]",dynamic pswitchonly troyer,201.03227063063522,226.02140470115333,34,587
"[6, 2]","[1.3364734561079874, 3.7139017257154565, -0.13337879347249304]",dynamic pswitchonly participant,195.61592474090756,226.02140470115333,34,587
"[1, 0]","[2.607798778799455, 2.12862498992099, -0.88067957696637]",psyrev static simdrop,143.64721554274635,159.54452096551992,24,588
"[1, 1]","[2.607798778799455, 2.12862498992099, -0.88067957696637]",psyrev static troyer,143.64721554274635,159.54452096551992,24,588
"[1, 2]","[2.607798778799455, 2.12862498992099, -0.88067957696637]",psyrev static participant,143.64721554274635,159.54452096551992,24,588
"[2, 0]","[2.5146727561313504, 2.857039546072391, 0.5044133678020879]",psyrev dynamic simdrop,140.83378069119868,159.54452096551992,24,588
"[2, 1]","[2.41964348047626, 2.498469220354175, -4.639415463114203]",psyrev dynamic troyer,147.34784844565323,159.54452096551992,24,588
"[2, 2]","[2.607798778799455, 2.12862498992099, -0.88067957696637]",psyrev dynamic participant,143.64721554274635,159.54452096551992,24,588
"[3, 0]","[2.6080534038355196, 2.1445335256979243, -0.0089063173127399]",static plocal simdrop,143.6351770006635,159.54452096551992,24,588
"[3, 1]","[2.6080534038355196, 2.1445335256979243, -0.0089063173127399]",static plocal troyer,143.6351770006635,159.54452096551992,24,588
"[3, 2]","[2.6080534038355196, 2.1445335256979243, -0.0089063173127399]",static plocal participant,143.6351770006635,159.54452096551992,24,588
"[4, 0]","[2.5176264878087053, 2.915861850105859, -0.019664182632519248]",dynamic pglobal simdrop,140.7755122468836,159.54452096551992,24,588
"[4, 1]","[2.4195947817960355, 2.4987016841138976, -0.0001007997382188815]",dynamic pglobal troyer,147.3478469054932,159.54452096551992,24,588
"[4, 2]","[2.6080534038355196, 2.1445335256979243, -0.0089063173127399]",dynamic pglobal participant,143.6351770006635,159.54452096551992,24,588
"[5, 0]","[2.5164268405512322, 2.9047057185694767, -0.01596518310954051]",dynamic plocal simdrop,140.8037827111431,159.54452096551992,24,588
"[5, 1]","[2.4199993230911137, 2.5100329514634856, -0.004727759001405008]",dynamic plocal troyer,147.34682664512238,159.54452096551992,24,588
"[5, 2]","[2.6080534038355196, 2.1445335256979243, -0.0089063173127399]",dynamic plocal participant,143.6351770006635,159.54452096551992,24,588
"[6, 0]","[2.5160992540070386, 2.8569903447355323, -0.03286702849521937]",dynamic pswitchonly simdrop,140.79820623492347,159.54452096551992,24,588
"[6, 1]","[2.419937982901798, 2.4984378142412496, 0.0019338784750780507]",dynamic pswitchonly troyer,147.34745851308546,159.54452096551992,24,588
"[6, 2]","[2.607798778799455, 2.12862498992099, -0.88067957696637]",dynamic pswitchonly participant,143.64721554274635,159.54452096551992,24,588
"[1, 0]","[3.046206435463497, 2.9807219314466114, -1.7126877967797687]",psyrev static simdrop,128.54510288010863,152.89683259195658,23,589
"[1, 1]","[3.046206435463497, 2.9807219314466114, -1.7126877967797687]",psyrev static troyer,128.54510288010863,152.89683259195658,23,589
"[1, 2]","[3.046206435463497, 2.9807219314466114, -1.7126877967797687]",psyrev static participant,128.54510288010863,152.89683259195658,23,589
"[2, 0]","[2.869930132612473, 3.641890794083973, 1.2895283945299578]",psyrev dynamic simdrop,125.7464289800885,152.89683259195658,23,589
"[2, 1]","[2.84128149027063, 4.520708474658715, -2.9298927707042104]",psyrev dynamic troyer,127.40242397695403,152.89683259195658,23,589
"[2, 2]","[3.046206435463497, 2.9807219314466114, -1.7126877967797687]",psyrev dynamic participant,128.54510288010863,152.89683259195658,23,589
"[3, 0]","[3.062882199241137, 3.4417489533876022, -0.14895263000497255]",static plocal simdrop,125.83550938701985,152.89683259195658,23,589
"[3, 1]","[3.062882199241137, 3.4417489533876022, -0.14895263000497255]",static plocal troyer,125.83550938701985,152.89683259195658,23,589
"[3, 2]","[3.062882199241137, 3.4417489533876022, -0.14895263000497255]",static plocal participant,125.83550938701985,152.89683259195658,23,589
"[4, 0]","[2.8549389145769353, 4.325156385933596, -0.16954940765288012]",dynamic pglobal simdrop,122.52148206983213,152.89683259195658,23,589
"[4, 1]","[2.8263705082706383, 5.432895411583555, -0.16599503083445982]",dynamic pglobal troyer,124.32992520282536,152.89683259195658,23,589
"[4, 2]","[3.062882199241137, 3.4417489533876022, -0.14895263000497255]",dynamic pglobal participant,125.83550938701985,152.89683259195658,23,589
"[5, 0]","[2.8721402424531783, 4.423583742212745, -0.19314899041357503]",dynamic plocal simdrop,122.43418737761664,152.89683259195658,23,589
"[5, 1]","[2.8465221617989194, 6.194317171815191, -0.2912933747436053]",dynamic plocal troyer,123.2846522151965,152.89683259195658,23,589
"[5, 2]","[3.062882199241137, 3.4417489533876022, -0.14895263000497255]",dynamic plocal participant,125.83550938701985,152.89683259195658,23,589
"[6, 0]","[2.8616752860405246, 3.642414188632771, -0.07391635881724412]",dynamic pswitchonly simdrop,125.60729108293268,152.89683259195658,23,589
"[6, 1]","[2.834886938065707, 4.521065645343521, -0.05870517727395698]",dynamic pswitchonly troyer,127.17836635392004,152.89683259195658,23,589
"[6, 2]","[3.046206435463497, 2.9807219314466114, -1.7126877967797687]",dynamic pswitchonly participant,128.54510288010863,152.89683259195658,23,589
"[1, 0]","[1.7024826695473907, 3.0582511557481684, 2.346013105500811]",psyrev static simdrop,261.0711979258928,299.1459768103499,45,590
"[1, 1]","[1.7024826695473907, 3.0582511557481684, 2.346013105500811]",psyrev static troyer,261.0711979258928,299.1459768103499,45,590
"[1, 2]","[1.7024826695473907, 3.0582511557481684, 2.346013105500811]",psyrev static participant,261.0711979258928,299.1459768103499,45,590
"[2, 0]","[1.6206450045127028, 4.270719385151018, -11.140984311261809]",psyrev dynamic simdrop,254.95985901954646,299.1459768103499,45,590
"[2, 1]","[1.6344339403737305, 5.21144394956963, -2.9586594908434183]",psyrev dynamic troyer,256.5599273191458,299.1459768103499,45,590
"[2, 2]","[1.7024826695473907, 3.0582511557481684, 2.346013105500811]",psyrev dynamic participant,261.0711979258928,299.1459768103499,45,590
"[3, 0]","[1.685982836353979, 3.4076155778624555, -0.11849350279727625]",static plocal simdrop,257.39586558280143,299.1459768103499,45,590
"[3, 1]","[1.685982836353979, 3.4076155778624555, -0.11849350279727625]",static plocal troyer,257.39586558280143,299.1459768103499,45,590
"[3, 2]","[1.685982836353979, 3.4076155778624555, -0.11849350279727625]",static plocal participant,257.39586558280143,299.1459768103499,45,590
"[4, 0]","[1.599505867576489, 4.911845096545141, -0.13542748355255171]",dynamic pglobal simdrop,250.284180221698,299.1459768103499,45,590
"[4, 1]","[1.6144586186804621, 6.075141792848113, -0.14213390764815925]",dynamic pglobal troyer,251.7114546957763,299.1459768103499,45,590
"[4, 2]","[1.685982836353979, 3.4076155778624555, -0.11849350279727625]",dynamic pglobal participant,257.39586558280143,299.1459768103499,45,590
"[5, 0]","[1.6172337618027182, 4.869426044073776, -0.12724794885727575]",dynamic plocal simdrop,251.99609253899908,299.1459768103499,45,590
"[5, 1]","[1.6445883272925625, 6.3778028660250445, -0.1871181504523306]",dynamic plocal troyer,253.07786199398305,299.1459768103499,45,590
"[5, 2]","[1.685982836353979, 3.4076155778624555, -0.11849350279727625]",dynamic plocal participant,257.39586558280143,299.1459768103499,45,590
"[6, 0]","[1.6009117781097641, 4.273115735872853, -0.15738348365325236]",dynamic pswitchonly simdrop,253.20679769552444,299.1459768103499,45,590
"[6, 1]","[1.6131446117587922, 5.212998056116702, -0.10844369861417244]",dynamic pswitchonly troyer,254.8615140970764,299.1459768103499,45,590
"[6, 2]","[1.7024826695473907, 3.0582511557481684, 2.346013105500811]",dynamic pswitchonly participant,261.0711979258928,299.1459768103499,45,590
"[1, 0]","[1.7802617262727238, 3.4420418982282213, -4.346381907895295]",psyrev static simdrop,207.45341993327906,245.96446982184335,37,591
"[1, 1]","[1.7802617262727238, 3.4420418982282213, -4.346381907895295]",psyrev static troyer,207.45341993327906,245.96446982184335,37,591
"[1, 2]","[1.7802617262727238, 3.4420418982282213, -4.346381907895295]",psyrev static participant,207.45341993327906,245.96446982184335,37,591
"[2, 0]","[1.7559405115638353, 4.317136407560881, -7.71894737427418]",psyrev dynamic simdrop,203.7067590057028,245.96446982184335,37,591
"[2, 1]","[1.722040216215878, 4.074635548056985, -2.0970590578941497]",psyrev dynamic troyer,207.9099715704381,245.96446982184335,37,591
"[2, 2]","[1.7802617262727238, 3.4420418982282213, -4.346381907895295]",psyrev dynamic participant,207.45341993327906,245.96446982184335,37,591
"[3, 0]","[1.7747124002219263, 3.692931188768603, -0.06927993768180196]",static plocal simdrop,206.37897001772177,245.96446982184335,37,591
"[3, 1]","[1.7747124002219263, 3.692931188768603, -0.06927993768180196]",static plocal troyer,206.37897001772177,245.96446982184335,37,591
"[3, 2]","[1.7747124002219263, 3.692931188768603, -0.06927993768180196]",static plocal participant,206.37897001772177,245.96446982184335,37,591
"[4, 0]","[1.7402820568324553, 4.747278848088169, -0.0858285276539766]",dynamic pglobal simdrop,202.1557607383369,245.96446982184335,37,591
"[4, 1]","[1.7057236818773038, 4.442585461576906, -0.07824277265259957]",dynamic pglobal troyer,206.6146502764624,245.96446982184335,37,591
"[4, 2]","[1.7747124002219263, 3.692931188768603, -0.06927993768180196]",dynamic pglobal participant,206.37897001772177,245.96446982184335,37,591
"[5, 0]","[1.7519064176413919, 4.659010997000941, -0.06920099943030916]",dynamic plocal simdrop,202.96592723629212,245.96446982184335,37,591
"[5, 1]","[1.729102721292787, 4.588283322449044, -0.10807558148381136]",dynamic plocal troyer,206.3507684910715,245.96446982184335,37,591
"[5, 2]","[1.7747124002219263, 3.692931188768603, -0.06927993768180196]",dynamic plocal participant,206.37897001772177,245.96446982184335,37,591
"[6, 0]","[1.739725802874368, 4.31910171186126, -0.1374776134353598]",dynamic pswitchonly simdrop,202.7304216353912,245.96446982184335,37,591
"[6, 1]","[1.7145377647678877, 4.075806374283729, -0.026484007222185302]",dynamic pswitchonly troyer,207.85357544931196,245.96446982184335,37,591
"[6, 2]","[1.7802617262727238, 3.4420418982282213, -4.346381907895295]",dynamic pswitchonly participant,207.45341993327906,245.96446982184335,37,591
"[1, 0]","[2.465284833051065, 0.9497765679253061, -2.1781395578425373]",psyrev static simdrop,233.6107179370437,252.6121581954067,38,592
"[1, 1]","[2.465284833051065, 0.9497765679253061, -2.1781395578425373]",psyrev static troyer,233.6107179370437,252.6121581954067,38,592
"[1, 2]","[2.465284833051065, 0.9497765679253061, -2.1781395578425373]",psyrev static participant,233.6107179370437,252.6121581954067,38,592
"[2, 0]","[2.5841232298676005, 2.8803941521695204, -1.3521326641879812]",psyrev dynamic simdrop,214.25406876936344,252.6121581954067,38,592
"[2, 1]","[2.1843960298355656, 3.6136010791448285, 0.9565241012257194]",psyrev dynamic troyer,215.80441613887777,252.6121581954067,38,592
"[2, 2]","[2.465284833051065, 0.9497765679253061, -2.1781395578425373]",psyrev dynamic participant,233.6107179370437,252.6121581954067,38,592
"[3, 0]","[2.4367432470026174, 0.9883822964534114, -0.0766685983797259]",static plocal simdrop,232.3453516548308,252.6121581954067,38,592
"[3, 1]","[2.4367432470026174, 0.9883822964534114, -0.0766685983797259]",static plocal troyer,232.3453516548308,252.6121581954067,38,592
"[3, 2]","[2.4367432470026174, 0.9883822964534114, -0.0766685983797259]",static plocal participant,232.3453516548308,252.6121581954067,38,592
"[4, 0]","[2.581847224839886, 3.1798240980342762, -0.11458557101970009]",dynamic pglobal simdrop,211.52638068348446,252.6121581954067,38,592
"[4, 1]","[2.1399900691929545, 4.123698999175897, -0.12596354039208307]",dynamic pglobal troyer,212.66027786600648,252.6121581954067,38,592
"[4, 2]","[2.4367432470026174, 0.9883822964534114, -0.0766685983797259]",dynamic pglobal participant,232.3453516548308,252.6121581954067,38,592
"[5, 0]","[2.593414576606863, 3.1787750773713452, -0.1137286815898542]",dynamic plocal simdrop,212.21352517489692,252.6121581954067,38,592
"[5, 1]","[2.18204944001401, 4.565512578906366, -0.23120297534647516]",dynamic plocal troyer,211.3565223819546,252.6121581954067,38,592
"[5, 2]","[2.4367432470026174, 0.9883822964534114, -0.0766685983797259]",dynamic plocal participant,232.3453516548308,252.6121581954067,38,592
"[6, 0]","[2.5724760646671063, 2.8792778039751052, -0.11741641796856037]",dynamic pswitchonly simdrop,213.56609847663444,252.6121581954067,38,592
"[6, 1]","[2.169160219655905, 3.6155449448099013, -0.04323083743529149]",dynamic pswitchonly troyer,215.58900388243677,252.6121581954067,38,592
"[6, 2]","[2.465284833051065, 0.9497765679253061, -2.1781395578425373]",dynamic pswitchonly participant,233.6107179370437,252.6121581954067,38,592
"[1, 0]","[1.0947841644864256, 3.911138853911904, -1.0704612451559277]",psyrev static simdrop,235.99439226714242,279.20291168965997,42,593
"[1, 1]","[1.0947841644864256, 3.911138853911904, -1.0704612451559277]",psyrev static troyer,235.99439226714242,279.20291168965997,42,593
"[1, 2]","[1.0947841644864256, 3.911138853911904, -1.0704612451559277]",psyrev static participant,235.99439226714242,279.20291168965997,42,593
"[2, 0]","[1.069156625441662, 4.305208694803396, -1.0526907634504354]",psyrev dynamic simdrop,235.97755386249187,279.20291168965997,42,593
"[2, 1]","[1.2095919562360749, 4.738486782367629, -0.9970189676817032]",psyrev dynamic troyer,241.43910753244128,279.20291168965997,42,593
"[2, 2]","[1.0947841644864256, 3.911138853911904, -1.0704612451559277]",psyrev dynamic participant,235.99439226714242,279.20291168965997,42,593
"[3, 0]","[1.0665324760356805, 4.650068692087389, -0.18510548069685875]",static plocal simdrop,228.30996498799095,279.20291168965997,42,593
