dataset,subject,domain,response_number,response,response_onset_time,IRT,participant_designated_switch
HJT,476,animals,5,lion,13,8.470588235,0
HJT,476,animals,5,giraffe,16,12.29411765,0
HJT,476,animals,5,monkey,21,18.52941176,0
HJT,476,animals,5,monkey,27,24.11764706,0
HJT,476,animals,5,elephant,37,33.29411765,0
HJT,476,animals,5,rat,50,48.35294118,0
HJT,476,animals,5,mouse,54,51.11764706,0
HJT,476,animals,5,guineapig,59,54.47058824,0
HJT,476,animals,5,badger,69,66.11764706,0
HJT,476,animals,5,possum,71,68.11764706,0
HJT,476,animals,5,raccoon,75,72.11764706,0
HJT,476,animals,5,deer,78,75.94117647,0
HJT,476,animals,5,turkey,82,79.11764706,0
HJT,476,animals,5,pig,83,81.35294118,0
HJT,476,animals,5,horse,86,83.52941176,0
HJT,476,animals,5,buffalo,114,110.7058824,0
HJT,476,animals,5,buffalo,120,114.2352941,0
HJT,476,animals,5,antelope,123,119.2941176,0
HJT,476,animals,5,alligator,127,122.8823529,0
HJT,476,animals,5,crocodile,130,125.8823529,0
HJT,476,animals,5,panther,140,136.7058824,0
HJT,476,animals,5,wolf,143,140.9411765,0
HJT,476,animals,5,moose,145,142.5294118,0
HJT,476,animals,5,caribou,148,144.7058824,0
HJT,476,animals,5,reindeer,154,150.2941176,0
HJT,476,animals,5,polar_bear,159,154.4705882,0
HJT,476,animals,5,black_bear,164,159.8823529,0
HJT,476,animals,5,muskrat,187,183.7058824,0
HJT,477,animals,4,dog,4,2.014705882,0
HJT,477,animals,4,cat,6,4.014705882,0
HJT,477,animals,4,rat,8,6.014705882,0
HJT,477,animals,4,mouse,11,9.014705882,0
HJT,477,animals,4,tiger,15,12.61764706,0
HJT,477,animals,4,bear,17,15.01470588,0
HJT,477,animals,4,lion,22,20.01470588,0
HJT,477,animals,4,cheetah,26,22.82352941,0
HJT,477,animals,4,python,30,27.22058824,0
HJT,477,animals,4,panther,34,30.82352941,0
HJT,477,animals,4,zebra,39,36.61764706,0
HJT,477,animals,4,giraffe,44,40.82352941,0
HJT,477,animals,4,elephant,47,43.42647059,0
HJT,477,animals,4,penguin,53,49.42647059,0
HJT,477,animals,4,polar_bear,62,57.63235294,0
HJT,477,animals,4,panda,66,61.63235294,0
HJT,477,animals,4,snake,70,67.61764706,0
HJT,477,animals,4,garden_snake,77,71.83823529,0
HJT,477,animals,4,snail,80,77.61764706,0
HJT,477,animals,4,toad,88,86.01470588,0
HJT,477,animals,4,frog,90,88.01470588,0
HJT,477,animals,4,chameleon,99,95.02941176,0
HJT,477,animals,4,lizard,103,100.2205882,0
HJT,477,animals,4,slug,111,109.0147059,0
HJT,477,animals,4,horse,117,114.6176471,0
HJT,477,animals,4,camel,120,117.6176471,0
HJT,477,animals,4,kangaroo,127,123.4264706,0
HJT,477,animals,4,koala,133,128.6323529,0
HJT,477,animals,4,shark,140,137.6176471,0
HJT,477,animals,4,whale,142,139.6176471,0
HJT,477,animals,4,goldfish,149,145.0294118,0
HJT,477,animals,4,angelfish,153,148.6323529,0
HJT,477,animals,4,salamander,171,166.6323529,0
HJT,477,animals,4,spider,185,181.8235294,0
HJT,478,animals,7,dog,3,1.764705882,0
HJT,478,animals,7,cat,4,2.764705882,0
HJT,478,animals,7,chicken,6,3.529411765,0
HJT,478,animals,7,duck,8,6.147058824,0
HJT,478,animals,7,elephant,11,8.220588235,0
HJT,478,animals,7,mouse,14,12.14705882,0
HJT,478,animals,7,hamster,19,16.22058824,0
HJT,478,animals,7,sheep,22,20.14705882,0
HJT,478,animals,7,moose,32,30.14705882,0
HJT,478,animals,7,giraffe,35,32.52941176,0
HJT,478,animals,7,monkey,37,34.83823529,0
HJT,478,animals,7,fish,40,38.45588235,0
HJT,478,animals,7,leopard,44,41.83823529,0
HJT,478,animals,7,zebra,47,45.14705882,0
HJT,478,animals,7,lizard,53,50.52941176,0
HJT,478,animals,7,rabbit,57,54.83823529,0
HJT,478,animals,7,chimpanzee,76,72.60294118,0
HJT,478,animals,7,rat,87,85.76470588,0
HJT,478,animals,7,tiger,115,113.1470588,0
HJT,478,animals,7,bear,118,116.4558824,0
HJT,478,animals,7,lion,121,119.4558824,0
HJT,478,animals,7,gerbil,131,128.8382353,0
HJT,478,animals,7,ferret,134,131.8382353,0
HJT,478,animals,7,penguin,143,140.5294118,0
HJT,478,animals,7,ostrich,147,144.5294118,0
HJT,478,animals,7,polar_bear,154,150.6029412,0
HJT,478,animals,7,koala,158,156.1470588,0
HJT,478,animals,7,deer,171,169.4558824,0
HJT,478,animals,7,reindeer,173,170.2205882,0
HJT,478,animals,7,goldfish,203,200.2205882,0
HJT,479,animals,6,cat,2,0.705882353,0
HJT,479,animals,6,dog,4,2.705882353,0
HJT,479,animals,6,elephant,7,4.088235294,0
HJT,479,animals,6,giraffe,9,6.411764706,0
HJT,479,animals,6,monkey,12,9.735294118,0
HJT,479,animals,6,gorilla,15,12.41176471,0
HJT,479,animals,6,ape,16,14.70588235,0
HJT,479,animals,6,chimpanzee,20,16.44117647,0
HJT,479,animals,6,penguin,24,21.41176471,0
HJT,479,animals,6,antelope,27,24.08823529,0
HJT,479,animals,6,lion,30,28.05882353,0
HJT,479,animals,6,tiger,33,31.05882353,0
HJT,479,animals,6,grizzly,37,32.79411765,0
HJT,479,animals,6,black_bear,41,37.44117647,0
HJT,479,animals,6,seal,43,41.38235294,0
HJT,479,animals,6,walrus,46,43.73529412,0
HJT,479,animals,6,flamingo,52,49.08823529,0
HJT,479,animals,6,peacock,57,54.41176471,0
HJT,479,animals,6,squirrel,61,58.08823529,0
HJT,479,animals,6,chipmunk,66,63.08823529,0
HJT,479,animals,6,fish,71,69.38235294,0
HJT,479,animals,6,starfish,74,70.76470588,0
HJT,479,animals,6,seahorse,76,72.76470588,0
HJT,479,animals,6,shark,82,80.05882353,0
HJT,479,animals,6,killer_whale,87,82.79411765,0
HJT,479,animals,6,clownfish,96,92.44117647,0
HJT,479,animals,6,dalmatian,105,101.7647059,0
HJT,479,animals,6,sparrow,110,107.4117647,0
HJT,479,animals,6,eagle,113,111.0588235,0
HJT,479,animals,6,egret,117,115.0588235,0
HJT,479,animals,6,blue_footed_booby,124,118.1764706,0
HJT,479,animals,6,muskrat,133,130.4117647,0
HJT,479,animals,6,possum,136,133.7352941,0
HJT,479,animals,6,mole,139,137.3823529,0
HJT,479,animals,6,raccoon,142,139.4117647,0
HJT,479,animals,6,goose,144,142.0588235,0
HJT,479,animals,6,duck,147,145.0588235,0
HJT,479,animals,6,gulls,149,147.0588235,0
HJT,479,animals,6,cow,156,154.7058824,0
HJT,479,animals,6,horse,158,156.0588235,0
HJT,479,animals,6,pig,160,158.7058824,0
HJT,479,animals,6,sheep,165,163.0588235,0
HJT,479,animals,6,ewe,166,164.7058824,0
HJT,479,animals,6,lamb,169,167.3823529,0
HJT,479,animals,6,wolf,173,171.3823529,0
HJT,479,animals,6,leopard,181,178.4117647,0
HJT,480,animals,3,dog,3,1.176470588,0
HJT,480,animals,3,cat,4,2.176470588,0
HJT,480,animals,3,ferret,6,2.808823529,0
HJT,480,animals,3,lizard,10,6.352941176,0
HJT,480,animals,3,panda,12,9.264705882,0
HJT,480,animals,3,koala,15,9.985294118,0
HJT,480,animals,3,seal,17,14.72058824,0
HJT,480,animals,3,dolphin,21,17.35294118,0
HJT,480,animals,3,fish,22,19.72058824,0
HJT,480,animals,3,shark,23,20.26470588,0
HJT,480,animals,3,whale,26,23.26470588,0
HJT,480,animals,3,sealion,28,23.89705882,0
HJT,480,animals,3,polar_bear,32,26.98529412,0
HJT,480,animals,3,black_bear,36,30.98529412,0
HJT,480,animals,3,grizzly,40,33.61764706,0
HJT,480,animals,3,fox,43,41.17647059,0
HJT,480,animals,3,coyote,45,41.35294118,0
HJT,480,animals,3,pig,52,50.17647059,0
HJT,480,animals,3,cow,53,51.17647059,0
HJT,480,animals,3,horse,56,53.26470588,0
HJT,480,animals,3,duck,57,54.72058824,0
HJT,480,animals,3,frog,59,56.72058824,0
HJT,480,animals,3,snake,61,58.26470588,0
HJT,480,animals,3,snail,63,60.26470588,0
HJT,480,animals,3,turtle,65,61.35294118,0
HJT,480,animals,3,fly,67,65.17647059,0
HJT,480,animals,3,butterfly,70,65.44117647,0
HJT,480,animals,3,tiger,79,76.26470588,0
HJT,480,animals,3,groundhog,94,89.44117647,0
HJT,480,animals,3,zebra,102,99.26470588,0
HJT,480,animals,3,kangaroo,105,100.8970588,0
HJT,480,animals,3,crab,109,106.7205882,0
HJT,480,animals,3,lobster,113,109.3529412,0
HJT,480,animals,3,possum,133,129.8088235,0
HJT,480,animals,3,raccoon,137,133.8088235,0
HJT,480,animals,3,squirrel,150,145.8970588,0
HJT,480,animals,3,chipmunk,154,149.8970588,0
HJT,480,animals,3,rabbit,158,154.8088235,0
HJT,480,animals,3,jackrabbit,163,157.9852941,0
HJT,480,animals,3,chinchilla,173,167.9852941,0
HJT,480,animals,3,bat,179,177.1764706,0
HJT,480,animals,3,gorilla,187,183.3529412,0
HJT,481,animals,5,human,4,2.235294118,0
HJT,481,animals,5,monkey,6,3.941176471,0
HJT,481,animals,5,bird,8,6.529411765,0
HJT,481,animals,5,frog,10,8.529411765,0
HJT,481,animals,5,leopard,14,11.94117647,0
HJT,481,animals,5,tiger,16,14.23529412,0
HJT,481,animals,5,giraffe,19,16.64705882,0
HJT,481,animals,5,elephant,22,19.35294118,0
HJT,481,animals,5,gorilla,24,21.64705882,0
HJT,481,animals,5,snake,26,24.23529412,0
HJT,481,animals,5,fly,29,27.82352941,0
HJT,481,animals,5,anteater,43,40.05882353,0
HJT,481,animals,5,dog,54,52.52941176,0
HJT,481,animals,5,cat,55,53.82352941,0
HJT,481,animals,5,hamster,60,57.35294118,0
HJT,481,animals,5,rat,63,61.82352941,0
HJT,481,animals,5,mouse,65,63.23529412,0
HJT,481,animals,5,turtle,69,66.94117647,0
HJT,481,animals,5,guineapig,74,70.76470588,0
HJT,481,animals,5,kangaroo,83,80.35294118,0
HJT,481,animals,5,koala,85,83.23529412,0
HJT,481,animals,5,chipmunk,89,86.35294118,0
HJT,481,animals,5,squirrel,97,94.35294118,0
HJT,481,animals,5,crocodile,109,106.0588235,0
HJT,481,animals,5,alligator,110,107.3529412,0
HJT,481,animals,5,liger,115,113.2352941,0
HJT,481,animals,5,flamingo,130,127.3529412,0
HJT,481,animals,5,seal,139,137.5294118,0
HJT,481,animals,5,whale,141,139.2352941,0
HJT,481,animals,5,goldfish,144,141.3529412,0
HJT,481,animals,5,beta,150,147.0588235,0
HJT,481,animals,5,clownfish,155,151.7647059,0
HJT,481,animals,5,polar_bear,162,158.7647059,0
HJT,481,animals,5,brown_bear,165,161.7647059,0
HJT,481,animals,5,black_bear,171,167.7647059,0
HJT,481,animals,5,panda,180,176.7647059,0
HJT,482,animals,2,monkey,4,1.426470588,0
HJT,482,animals,2,turtle,9,6.426470588,0
HJT,482,animals,2,fish,11,9.161764706,0
HJT,482,animals,2,dog,13,11.52941176,0
HJT,482,animals,2,cat,14,12.52941176,0
HJT,482,animals,2,pig,16,14.52941176,0
HJT,482,animals,2,horse,18,15.79411765,0
HJT,482,animals,2,cow,22,20.52941176,0
HJT,482,animals,2,bull,23,21.16176471,0
HJT,482,animals,2,chicken,28,25.05882353,0
HJT,482,animals,2,turkey,31,28.42647059,0
HJT,482,animals,2,hen,32,30.52941176,0
HJT,482,animals,2,cat,35,33.52941176,0
HJT,482,animals,2,rooster,40,37.05882353,0
HJT,482,animals,2,whale,47,44.79411765,0
HJT,482,animals,2,shark,50,47.79411765,0
HJT,482,animals,2,horse,58,55.79411765,0
HJT,482,animals,2,rabbit,76,73.42647059,0
HJT,482,animals,2,lizard,105,102.4264706,0
HJT,482,animals,2,snake,107,104.7941176,0
HJT,482,animals,2,chick,112,109.7941176,0
HJT,482,animals,2,mouse,116,113.7941176,0
HJT,482,animals,2,rat,119,117.5294118,0
HJT,482,animals,2,bear,161,159.1617647,0
HJT,482,animals,2,gorilla,168,164.6911765,0
HJT,482,animals,2,zebra,174,171.4264706,0
HJT,482,animals,2,giraffe,178,175.0588235,0
HJT,482,animals,2,lion,181,179.1617647,0
HJT,483,animals,3,Labrador,9,4.764705882,0
HJT,483,animals,3,retriever,14,6,0
HJT,483,animals,3,cat,16,14.11764706,0
HJT,483,animals,3,lion,19,16.64705882,0
HJT,483,animals,3,tiger,21,18.17647059,0
HJT,483,animals,3,elephant,30,25.29411765,0
HJT,483,animals,3,rhino,35,32.17647059,0
HJT,483,animals,3,bird,39,36.64705882,0
HJT,483,animals,3,whale,44,41.17647059,0
HJT,483,animals,3,fish,50,47.64705882,0
HJT,483,animals,3,shark,51,47.70588235,0
HJT,483,animals,3,hippopotamus,56,53.17647059,0
HJT,483,animals,3,oyster,65,61.70588235,0
HJT,483,animals,3,dolphin,76,72.23529412,0
HJT,483,animals,3,horse,81,78.17647059,0
HJT,483,animals,3,bobcat,90,86.70588235,0
HJT,483,animals,3,grizzly,99,92.88235294,0
HJT,483,animals,3,black_bear,103,97.82352941,0
HJT,483,animals,3,human,107,105.1176471,0
HJT,483,animals,3,wolverine,118,113.2941176,0
HJT,483,animals,3,badger,121,117.7058824,0
HJT,483,animals,3,snake,124,121.1764706,0
HJT,483,animals,3,mole,132,129.6470588,0
HJT,483,animals,3,manatee,150,146.2352941,0
HJT,483,animals,3,T_Rex,175,172.1764706,0
HJT,483,animals,3,goat,192,189.6470588,0
HJT,484,animals,6,dog,3,1.705882353,0
HJT,484,animals,6,cat,4,2.705882353,0
HJT,484,animals,6,bird,7,5.382352941,0
HJT,484,animals,6,horse,8,6.058823529,0
HJT,484,animals,6,dolphin,16,13.41176471,0
HJT,484,animals,6,shark,18,16.05882353,0
HJT,484,animals,6,goldfish,22,18.44117647,0
HJT,484,animals,6,snake,24,22.05882353,0
HJT,484,animals,6,rabbit,27,24.73529412,0
HJT,484,animals,6,ox,29,28.02941176,0
HJT,484,animals,6,sheep,32,30.05882353,0
HJT,484,animals,6,goat,34,32.38235294,0
HJT,484,animals,6,cow,38,36.70588235,0
HJT,484,animals,6,llama,43,41.05882353,0
HJT,484,animals,6,bee,48,46.70588235,0
HJT,484,animals,6,butterfly,55,51.76470588,0
HJT,484,animals,6,giraffe,62,59.41176471,0
HJT,484,animals,6,elephant,65,62.08823529,0
HJT,484,animals,6,monkey,70,67.73529412,0
HJT,484,animals,6,penguin,81,78.41176471,0
HJT,484,animals,6,blowfish,88,84.76470588,0
HJT,484,animals,6,zebra,96,94.05882353,0
HJT,484,animals,6,lion,99,97.38235294,0
HJT,484,animals,6,tiger,102,100.0588235,0
HJT,484,animals,6,bear,103,101.3823529,0
HJT,484,animals,6,donkey,109,106.7352941,0
HJT,484,animals,6,alligator,115,111.7647059,0
HJT,484,animals,6,crocodile,121,117.7647059,0
HJT,484,animals,6,blue_whale,147,143.4411765,0
HJT,484,animals,6,wolf,151,149.3823529,0
HJT,484,animals,6,coyote,156,153.7352941,0
HJT,484,animals,6,armadillo,166,162.7647059,0
HJT,484,animals,6,spider,174,171.7352941,0
HJT,484,animals,6,scorpion,181,178.0882353,0
HJT,485,animals,2,bird,5,3.5,0
HJT,485,animals,2,reptile,9,6.75,0
HJT,485,animals,2,dinosaur,12,9.5,0
HJT,485,animals,2,fish,27,25.75,0
HJT,485,animals,2,bear,45,43.5,0
HJT,485,animals,2,bee,56,54.75,0
HJT,485,animals,2,insect,63,61,0
HJT,485,animals,2,fly,71,69.5,0
HJT,485,animals,2,cheetah,79,76.75,0
HJT,485,animals,2,lion,81,79.5,0
HJT,485,animals,2,leopard,95,92.75,0
HJT,485,animals,2,mammal,99,97,0
HJT,485,animals,2,whale,102,100.25,0
HJT,485,animals,2,dolphin,106,103.75,0
HJT,485,animals,2,elephant,118,115.5,0
HJT,485,animals,2,farm,119,117.75,0
HJT,485,animals,2,chicken,123,121,0
HJT,485,animals,2,horse,132,130.5,0
HJT,485,animals,2,flamingo,140,137.75,0
HJT,485,animals,2,eagle,151,149.5,0
HJT,485,animals,2,ant,169,167.75,0
HJT,485,animals,2,spider,173,171,0
HJT,485,animals,2,zebra,180,178.25,0
HJT,486,animals,2,zebra,4,1.705882353,0
HJT,486,animals,2,wolf,5,3.088235294,0
HJT,486,animals,2,paw,7,5.470588235,0
HJT,486,animals,2,duck,10,8.088235294,0
HJT,486,animals,2,lion,12,10.08823529,0
HJT,486,animals,2,tail,14,12.08823529,0
HJT,486,animals,2,rat,16,14.47058824,0
HJT,486,animals,2,mole,19,17.08823529,0
HJT,486,animals,2,zoo,22,20.47058824,0
HJT,486,animals,2,giraffe,26,22.94117647,0
HJT,486,animals,2,dog,28,26.47058824,0
HJT,486,animals,2,Labrador,34,26.73529412,0
HJT,486,animals,2,Siberian_husky,38,32.26470588,0
HJT,486,animals,2,malamute,42,38.55882353,0
HJT,486,animals,2,chihuahua,46,42.17647059,0
HJT,486,animals,2,crow,51,49.08823529,0
HJT,486,animals,2,raven,54,51.70588235,0
HJT,486,animals,2,monkey,60,57.32352941,0
HJT,486,animals,2,ape,62,60.47058824,0
HJT,486,animals,2,gorilla,68,64.94117647,0
HJT,486,animals,2,chimpanzee,76,71.79411765,0
HJT,486,animals,2,bat,89,87.47058824,0
HJT,486,animals,2,parrot,91,88.32352941,0
HJT,486,animals,2,bird,93,91.08823529,0
HJT,486,animals,2,snake,98,95.70588235,0
HJT,486,animals,2,python,100,97.32352941,0
HJT,486,animals,2,anaconda,106,102.5588235,0
HJT,486,animals,2,yak,110,108.4705882,0
HJT,486,animals,2,llama,112,109.7058824,0
HJT,486,animals,2,beak,120,118.0882353,0
HJT,486,animals,2,whale,128,125.7058824,0
HJT,486,animals,2,dolphin,132,128.9411765,0
HJT,486,animals,2,cow,139,137.4705882,0
HJT,486,animals,2,bull,141,139.0882353,0
HJT,486,animals,2,chicken,144,140.9411765,0
HJT,486,animals,2,penguin,147,143.9411765,0
HJT,486,animals,2,polar_bear,151,146.7941176,0
HJT,486,animals,2,seal,157,155.0882353,0
HJT,486,animals,2,walrus,159,156.3235294,0
HJT,486,animals,2,lamb,170,168.0882353,0
HJT,486,animals,2,sheep,172,169.7058824,0
HJT,486,animals,2,fish,173,171.0882353,0
HJT,486,animals,2,pike,182,180.0882353,0
HJT,487,animals,6,horse,3,1.235294118,0
HJT,487,animals,6,cat,5,3.823529412,0
HJT,487,animals,6,dog,7,5.823529412,0
HJT,487,animals,6,jaguar,9,6.941176471,0
HJT,487,animals,6,cougar,13,10.94117647,0
HJT,487,animals,6,mouse,15,13.23529412,0
HJT,487,animals,6,rat,16,14.82352941,0
HJT,487,animals,6,gerbil,19,16.94117647,0
HJT,487,animals,6,monkey,23,20.94117647,0
HJT,487,animals,6,ape,30,28.82352941,0
HJT,487,animals,6,gorilla,36,33.64705882,0
HJT,487,animals,6,orangutan,43,40.05882353,0
HJT,487,animals,6,parakeet,49,46.35294118,0
HJT,487,animals,6,rabbit,55,52.94117647,0
HJT,487,animals,6,guineapig,79,75.76470588,0
HJT,487,animals,6,pig,81,79.82352941,0
HJT,487,animals,6,spider,86,83.94117647,0
HJT,487,animals,6,cow,91,89.82352941,0
HJT,487,animals,6,donkey,95,92.94117647,0
HJT,487,animals,6,squirrel,103,100.3529412,0
HJT,487,animals,6,chipmunk,108,105.3529412,0
HJT,487,animals,6,owl,114,112.8235294,0
HJT,487,animals,6,deer,139,137.5294118,0
HJT,487,animals,6,moose,144,142.2352941,0
HJT,487,animals,6,elk,145,143.8235294,0
HJT,487,animals,6,frog,148,146.5294118,0
HJT,487,animals,6,toad,150,148.5294118,0
HJT,487,animals,6,emu,153,151.8235294,0
HJT,487,animals,6,elephant,156,153.3529412,0
HJT,487,animals,6,woodpecker,161,157.7647059,0
HJT,487,animals,6,woodchuck,164,161.0588235,0
HJT,487,animals,6,quail,166,164.2352941,0
HJT,487,animals,6,yeti,178,176.2352941,0
HJT,487,animals,6,yak,180,178.8235294,0
HJT,488,animals,4,dog,3,2.058823529,0
HJT,488,animals,4,cat,3,2.058823529,0
HJT,488,animals,4,bear,5,3.823529412,0
HJT,488,animals,4,polar_bear,7,4.411764706,0
HJT,488,animals,4,monkey,8,6.588235294,0
HJT,488,animals,4,fish,9,7.823529412,0
HJT,488,animals,4,turtle,10,8.588235294,0
HJT,488,animals,4,rabbit,15,13.35294118,0
HJT,488,animals,4,ferret,19,17.35294118,0
HJT,488,animals,4,bird,21,19.82352941,0
HJT,488,animals,4,tiger,23,21.58823529,0
HJT,488,animals,4,wolf,24,22.58823529,0
HJT,488,animals,4,cheetah,28,26.11764706,0
HJT,488,animals,4,moose,37,35.58823529,0
HJT,488,animals,4,deer,39,37.58823529,0
HJT,488,animals,4,goat,40,38.82352941,0
HJT,488,animals,4,horse,42,40.58823529,0
HJT,488,animals,4,lamb,43,41.82352941,0
HJT,488,animals,4,llama,45,43.82352941,0
HJT,488,animals,4,elephant,50,47.88235294,0
HJT,488,animals,4,camel,54,52.35294118,0
HJT,488,animals,4,gecko,64,62.58823529,0
HJT,488,animals,4,bee,68,66.82352941,0
HJT,488,animals,4,fly,70,68.58823529,0
HJT,488,animals,4,bug,71,69.82352941,0
HJT,488,animals,4,snake,74,72.58823529,0
HJT,488,animals,4,worm,78,76.82352941,0
HJT,488,animals,4,gopher,81,79.35294118,0
HJT,488,animals,4,squirrel,85,82.64705882,0
HJT,488,animals,4,crab,108,106.5882353,0
HJT,488,animals,4,lobster,111,109.1176471,0
HJT,488,animals,4,shrimp,112,110.3529412,0
HJT,488,animals,4,tuna,114,112.8235294,0
HJT,488,animals,4,lizard,138,136.3529412,0
HJT,488,animals,4,whale,143,141.5882353,0
HJT,488,animals,4,dolphin,144,142.1176471,0
HJT,488,animals,4,shark,146,144.3529412,0
HJT,488,animals,4,jellyfish,151,148.4117647,0
HJT,488,animals,4,starfish,153,150.6470588,0
HJT,488,animals,4,stingray,157,154.4117647,0
HJT,488,animals,4,lion,166,164.8235294,0
HJT,488,animals,4,zebra,174,172.5882353,0
HJT,488,animals,4,mongoose,181,178.6470588,0
HJT,489,animals,5,cat,4,2,0
HJT,489,animals,5,squirrel,10,4,0
HJT,489,animals,5,lion,15,12.5,0
HJT,489,animals,5,zebra,17,14,0
HJT,489,animals,5,giraffe,20,16,0
HJT,489,animals,5,lion,24,21.5,0
HJT,489,animals,5,bear,28,22,0
HJT,489,animals,5,bear,32,28.5,0
HJT,489,animals,5,tiger,34,31,0
HJT,489,animals,5,hippopotamus,45,38.5,0
HJT,489,animals,5,bird,51,48.5,0
HJT,489,animals,5,lizard,55,51.5,0
HJT,489,animals,5,snake,57,54,0
HJT,489,animals,5,rabbit,69,65.5,0
HJT,489,animals,5,raccoon,72,68,0
HJT,489,animals,5,seal,82,79.5,0
HJT,489,animals,5,penguin,85,80.5,0
HJT,489,animals,5,dolphin,91,86.5,0
HJT,489,animals,5,whale,93,90,0
HJT,489,animals,5,shark,95,92,0
HJT,489,animals,5,fish,97,94.5,0
HJT,489,animals,5,goat,103,100.5,0
HJT,489,animals,5,lamb,107,104.5,0
HJT,489,animals,5,pig,111,109,0
HJT,489,animals,5,chicken,114,110,0
HJT,489,animals,5,cow,130,128,0
HJT,489,animals,5,horse,138,135,0
HJT,489,animals,5,donkey,142,138.5,0
HJT,489,animals,5,octopus,156,152,0
HJT,489,animals,5,octopus,164,160,0
HJT,489,animals,5,starfish,174,169,0
HJT,489,animals,5,monkey,181,177.5,0
HJT,490,animals,5,pig,4,2.705882353,0
HJT,490,animals,5,dog,6,4.705882353,0
HJT,490,animals,5,cat,7,5.705882353,0
HJT,490,animals,5,bird,8,6.382352941,0
HJT,490,animals,5,turtle,10,7.735294118,0
HJT,490,animals,5,hamster,11,8.411764706,0
HJT,490,animals,5,crab,16,14.38235294,0
HJT,490,animals,5,alligator,19,16.08823529,0
HJT,490,animals,5,shark,22,20.05882353,0
HJT,490,animals,5,tiger,23,21.05882353,0
HJT,490,animals,5,bear,25,23.38235294,0
HJT,490,animals,5,lizard,27,24.73529412,0
HJT,490,animals,5,eagle,35,33.05882353,0
HJT,490,animals,5,hyena,40,37.41176471,0
HJT,490,animals,5,wolf,44,42.38235294,0
HJT,490,animals,5,elephant,47,44.08823529,0
HJT,490,animals,5,rhinoceros,53,48.79411765,0
HJT,490,animals,5,giraffe,55,52.41176471,0
HJT,490,animals,5,polar_bear,60,56.44117647,0
HJT,490,animals,5,grizzly,63,58.79411765,0
HJT,490,animals,5,black_bear,67,63.44117647,0
HJT,490,animals,5,boar,72,70.38235294,0
HJT,490,animals,5,deer,73,71.38235294,0
HJT,490,animals,5,hen,76,74.70588235,0
HJT,490,animals,5,chicken,77,74.41176471,0
HJT,490,animals,5,sheep,80,78.05882353,0
HJT,490,animals,5,horse,82,80.05882353,0
HJT,490,animals,5,coyote,94,91.73529412,0
HJT,490,animals,5,opossum,103,100.4117647,0
HJT,490,animals,5,monkey,108,105.7352941,0
HJT,490,animals,5,ape,109,107.7058824,0
HJT,490,animals,5,sloth,122,120.0588235,0
HJT,490,animals,5,fish,126,124.3823529,0
HJT,490,animals,5,frog,131,129.3823529,0
HJT,490,animals,5,tadpole,134,131.4117647,0
HJT,490,animals,5,octopus,145,142.4117647,0
HJT,490,animals,5,treefrog,167,164.0882353,0
HJT,490,animals,5,gerbil,181,178.7352941,0
HJT,491,animals,4,cheetah,4,0.705882353,0
HJT,491,animals,4,dog,6,4.352941176,0
HJT,491,animals,4,lion,9,5.294117647,0
HJT,491,animals,4,tiger,10,7.529411765,0
HJT,491,animals,4,raccoon,13,8.058823529,0
HJT,491,animals,4,squirrel,16,12.29411765,0
HJT,491,animals,4,snake,18,15.52941176,0
HJT,491,animals,4,bee,20,18.35294118,0
HJT,491,animals,4,bug,21,19.35294118,0
HJT,491,animals,4,fly,23,20.94117647,0
HJT,491,animals,4,spider,30,27.11764706,0
HJT,491,animals,4,mammal,34,31.11764706,0
HJT,491,animals,4,monkey,36,33.11764706,0
HJT,491,animals,4,whale,41,35.23529412,0
HJT,491,animals,4,whale,46,43.11764706,0
HJT,491,animals,4,fish,49,46.94117647,0
HJT,491,animals,4,crab,51,48.52941176,0
HJT,491,animals,4,shark,55,52.52941176,0
HJT,491,animals,4,elephant,63,58.88235294,0
HJT,491,animals,4,spider,76,69.82352941,0
HJT,491,animals,4,anteater,85,80.88235294,0
HJT,491,animals,4,dolphin,91,87.70588235,0
HJT,491,animals,4,water_snake,98,92.64705882,0
HJT,491,animals,4,bear,118,115.9411765,0
HJT,491,animals,4,frog,121,118.9411765,0
HJT,491,animals,4,hare,133,130.9411765,0
HJT,491,animals,4,walrus,149,146.1176471,0
HJT,491,animals,4,penguin,154,150.7058824,0
HJT,491,animals,4,frog,193,190.9411765,0
HJT,492,animals,3,dog,4,2.235294118,0
HJT,492,animals,3,cat,6,4.235294118,0
HJT,492,animals,3,turtle,7,3.911764706,0
HJT,492,animals,3,snake,9,6.352941176,0
HJT,492,animals,3,bear,11,8.794117647,0
HJT,492,animals,3,pig,13,11.23529412,0
HJT,492,animals,3,cow,15,12.79411765,0
HJT,492,animals,3,chicken,18,14.47058824,0
HJT,492,animals,3,rat,20,18.23529412,0
HJT,492,animals,3,mouse,22,19.35294118,0
HJT,492,animals,3,hamster,28,24.47058824,0
HJT,492,animals,3,kangaroo,31,27.02941176,0
HJT,492,animals,3,giraffe,35,31.47058824,0
HJT,492,animals,3,zebra,39,36.35294118,0
HJT,492,animals,3,horse,46,43.35294118,0
HJT,492,animals,3,gorilla,54,50.47058824,0
HJT,492,animals,3,monkey,56,52.91176471,0
HJT,492,animals,3,orangutan,60,55.58823529,0
HJT,492,animals,3,whale,64,61.35294118,0
HJT,492,animals,3,robin,67,64.79411765,0
HJT,492,animals,3,blue_jay,69,65.02941176,0
